Time,Bitrate,Delay,Jitter,Loss
0.000000,5496.000000,0.000724,0.000097,0.000000
1.000000,5280.000000,0.000849,0.000292,0.000000
2.000000,5472.000000,0.000825,0.000170,0.000000
3.000000,5280.000000,0.000965,0.000285,0.000000
4.000000,5432.000000,0.000826,0.000239,0.000000
5.000000,5288.000000,0.000851,0.000268,0.000000
6.000000,5392.000000,0.000880,0.000260,0.000000
7.000000,5560.000000,0.000823,0.000179,0.000000
8.000000,5168.000000,0.000888,0.000281,0.000000
9.000000,5256.000000,0.000886,0.000326,0.000000
10.000000,5144.000000,0.000939,0.000405,0.000000
11.000000,5016.000000,0.000992,0.000430,0.000000
12.000000,4888.000000,0.001015,0.000569,0.000000
13.000000,5168.000000,0.000970,0.000403,0.000000
14.000000,5272.000000,0.000875,0.000308,0.000000
15.000000,5040.000000,0.000948,0.000442,0.000000
16.000000,5264.000000,0.000917,0.000318,0.000000
17.000000,5400.000000,0.000960,0.000328,0.000000
18.000000,5376.000000,0.000905,0.000275,0.000000
19.000000,5328.000000,0.000953,0.000351,0.000000
20.000000,5416.000000,0.000840,0.000250,0.000000
21.000000,5368.000000,0.000884,0.000320,0.000000
22.000000,5304.000000,0.000835,0.000271,0.000000
23.000000,5368.000000,0.000898,0.000308,0.000000
24.000000,5392.000000,0.000826,0.000201,0.000000
25.000000,5320.000000,0.000857,0.000306,0.000000
26.000000,5464.000000,0.000836,0.000257,0.000000
27.000000,5448.000000,0.000815,0.000220,0.000000
28.000000,5232.000000,0.000957,0.000347,0.000000
29.000000,5376.000000,0.000888,0.000306,0.000000
30.000000,5472.000000,0.000866,0.000239,0.000000
31.000000,5392.000000,0.000843,0.000256,0.000000
32.000000,5408.000000,0.000835,0.000221,0.000000
33.000000,5392.000000,0.000879,0.000289,0.000000
34.000000,5368.000000,0.000844,0.000246,0.000000
35.000000,5176.000000,0.000925,0.000366,1.000000
36.000000,5392.000000,0.000818,0.000218,0.000000
37.000000,5336.000000,0.000855,0.000281,0.000000
38.000000,5400.000000,0.000853,0.000304,0.000000
39.000000,5392.000000,0.000876,0.000298,0.000000
40.000000,5328.000000,0.000883,0.000320,0.000000
41.000000,5408.000000,0.000860,0.000284,0.000000
42.000000,5280.000000,0.000824,0.000247,0.000000
43.000000,5080.000000,0.000896,0.000347,0.000000
44.000000,5288.000000,0.000924,0.000339,0.000000
45.000000,5048.000000,0.000965,0.000399,0.000000
46.000000,5392.000000,0.000846,0.000259,0.000000
47.000000,5296.000000,0.000934,0.000368,0.000000
48.000000,5384.000000,0.000846,0.000277,0.000000
49.000000,5192.000000,0.000898,0.000288,0.000000
50.000000,5512.000000,0.000854,0.000240,0.000000
51.000000,5320.000000,0.000854,0.000259,0.000000
52.000000,5440.000000,0.000852,0.000258,0.000000
53.000000,5016.000000,0.000990,0.000482,0.000000
54.000000,5120.000000,0.001035,0.000429,0.000000
55.000000,5096.000000,0.001016,0.000421,0.000000
56.000000,4784.000000,0.001185,0.000650,0.000000
57.000000,5144.000000,0.001054,0.000442,0.000000
58.000000,5280.000000,0.000863,0.000284,0.000000
59.000000,4968.000000,0.001086,0.000546,0.000000
60.000000,8.000000,0.001765,0.000986,0.000000
