timestamp,Snd IP,Snd port,RCV IP,RCV port,ID,report time,sent data Bytes,throughput bits/s
20231120114049,10.4.0.2,30001,10.2.0.2,53476,4,0.0-1.0,2613640,20909120
20231120114050,10.4.0.2,30001,10.2.0.2,53476,4,1.0-2.0,2985776,23886208
20231120114051,10.4.0.2,30001,10.2.0.2,53476,4,2.0-3.0,2991568,23932544
20231120114052,10.4.0.2,30001,10.2.0.2,53476,4,3.0-4.0,2988672,23909376
20231120114053,10.4.0.2,30001,10.2.0.2,53476,4,4.0-5.0,2988672,23909376
20231120114054,10.4.0.2,30001,10.2.0.2,53476,4,5.0-6.0,2988672,23909376
20231120114055,10.4.0.2,30001,10.2.0.2,53476,4,6.0-7.0,2990120,23920960
20231120114056,10.4.0.2,30001,10.2.0.2,53476,4,7.0-8.0,2988672,23909376
20231120114057,10.4.0.2,30001,10.2.0.2,53476,4,8.0-9.0,2988784,23910272
20231120114058,10.4.0.2,30001,10.2.0.2,53476,4,9.0-10.0,2988672,23909376
20231120114059,10.4.0.2,30001,10.2.0.2,53476,4,10.0-11.0,2988672,23909376
20231120114100,10.4.0.2,30001,10.2.0.2,53476,4,11.0-12.0,2988672,23909376
20231120114101,10.4.0.2,30001,10.2.0.2,53476,4,12.0-13.0,2988672,23909376
20231120114102,10.4.0.2,30001,10.2.0.2,53476,4,13.0-14.0,2988672,23909376
20231120114103,10.4.0.2,30001,10.2.0.2,53476,4,14.0-15.0,2988672,23909376
20231120114104,10.4.0.2,30001,10.2.0.2,53476,4,15.0-16.0,2990120,23920960
20231120114105,10.4.0.2,30001,10.2.0.2,53476,4,16.0-17.0,2987224,23897792
20231120114106,10.4.0.2,30001,10.2.0.2,53476,4,17.0-18.0,2988760,23910080
20231120114107,10.4.0.2,30001,10.2.0.2,53476,4,18.0-19.0,2988672,23909376
20231120114108,10.4.0.2,30001,10.2.0.2,53476,4,19.0-20.0,2988672,23909376
20231120114109,10.4.0.2,30001,10.2.0.2,53476,4,20.0-21.0,1812896,14503168
20231120114110,10.4.0.2,30001,10.2.0.2,53476,4,21.0-22.0,1492888,11943104
20231120114111,10.4.0.2,30001,10.2.0.2,53476,4,22.0-23.0,1507368,12058944
20231120114112,10.4.0.2,30001,10.2.0.2,53476,4,23.0-24.0,1489992,11919936
20231120114113,10.4.0.2,30001,10.2.0.2,53476,4,24.0-25.0,1495784,11966272
20231120114114,10.4.0.2,30001,10.2.0.2,53476,4,25.0-26.0,1478408,11827264
20231120114115,10.4.0.2,30001,10.2.0.2,53476,4,26.0-27.0,1510264,12082112
20231120114116,10.4.0.2,30001,10.2.0.2,53476,4,27.0-28.0,1488544,11908352
20231120114117,10.4.0.2,30001,10.2.0.2,53476,4,28.0-29.0,1491440,11931520
