timestamp,Snd IP,Snd port,RCV IP,RCV port,ID,report time,sent data Bytes,throughput bits/s
20231119190448,10.2.0.5,54192,10.1.0.3,30001,1,0.0-1.0,1999748,15997984
20231119190449,10.2.0.5,54192,10.1.0.3,30001,1,1.0-2.0,2257432,18059456
20231119190450,10.2.0.5,54192,10.1.0.3,30001,1,2.0-3.0,2148832,17190656
20231119190451,10.2.0.5,54192,10.1.0.3,30001,1,3.0-4.0,2067744,16541952
20231119190452,10.2.0.5,54192,10.1.0.3,30001,1,4.0-5.0,2176344,17410752
20231119190453,10.2.0.5,54192,10.1.0.3,30001,1,5.0-6.0,2195168,17561344
20231119190454,10.2.0.5,54192,10.1.0.3,30001,1,6.0-7.0,2266120,18128960
20231119190455,10.2.0.5,54192,10.1.0.3,30001,1,7.0-8.0,2150280,17202240
20231119190456,10.2.0.5,54192,10.1.0.3,30001,1,8.0-9.0,2185032,17480256
20231119190457,10.2.0.5,54192,10.1.0.3,30001,1,9.0-10.0,2169104,17352832
20231119190458,10.2.0.5,54192,10.1.0.3,30001,1,10.0-11.0,2170552,17364416
20231119190459,10.2.0.5,54192,10.1.0.3,30001,1,11.0-12.0,2245848,17966784
20231119190500,10.2.0.5,54192,10.1.0.3,30001,1,12.0-13.0,2190824,17526592
20231119190501,10.2.0.5,54192,10.1.0.3,30001,1,13.0-14.0,2150280,17202240
20231119190502,10.2.0.5,54192,10.1.0.3,30001,1,14.0-15.0,2115528,16924224
20231119190503,10.2.0.5,54192,10.1.0.3,30001,1,15.0-16.0,2209648,17677184
20231119190504,10.2.0.5,54192,10.1.0.3,30001,1,16.0-17.0,2111184,16889472
20231119190505,10.2.0.5,54192,10.1.0.3,30001,1,17.0-18.0,2101816,16814528
20231119190506,10.2.0.5,54192,10.1.0.3,30001,1,18.0-19.0,2064712,16517696
