timestamp,Snd IP,Snd port,RCV IP,RCV port,ID,report time,sent data Bytes,throughput bits/s, Jitter ms, lost datagrams,total datagrams, lost datagrams in %,0
20231120104046,10.4.0.2,5001,10.2.0.2,46427,3,0.0-1.0,59820180,478561440,0.044,22945,63639,36.055,0
20231120104047,10.4.0.2,5001,10.2.0.2,46427,3,1.0-2.0,59820180,478561440,0.035,23097,63791,36.207,0
20231120104048,10.4.0.2,5001,10.2.0.2,46427,3,2.0-3.0,59817240,478537920,0.046,23085,63777,36.196,0
20231120104049,10.4.0.2,5001,10.2.0.2,46427,3,3.0-4.0,59808420,478467360,0.051,23083,63769,36.198,0
20231120104050,10.4.0.2,5001,10.2.0.2,46427,3,4.0-5.0,59818710,478549680,0.051,23086,63779,36.197,0
20231120104051,10.4.0.2,5001,10.2.0.2,46427,3,5.0-6.0,59809890,478479120,0.053,23082,63769,36.196,0
20231120104052,10.4.0.2,5001,10.2.0.2,46427,3,6.0-7.0,59821650,478573200,0.048,23087,63782,36.197,0
20231120104053,10.4.0.2,5001,10.2.0.2,46427,3,7.0-8.0,59809890,478479120,0.038,23083,63770,36.197,0
20231120104054,10.4.0.2,5001,10.2.0.2,46427,3,8.0-9.0,59820180,478561440,0.046,23085,63779,36.195,0
20231120104055,10.4.0.2,5001,10.2.0.2,46427,3,9.0-10.0,59809890,478479120,0.047,23080,63767,36.194,0
20231120104056,10.4.0.2,5001,10.2.0.2,46427,3,10.0-11.0,59821650,478573200,0.044,23086,63781,36.196,0
20231120104057,10.4.0.2,5001,10.2.0.2,46427,3,11.0-12.0,59806950,478455600,0.043,23083,63768,36.198,0
20231120104058,10.4.0.2,5001,10.2.0.2,46427,3,12.0-13.0,59818710,478549680,0.051,23086,63779,36.197,0
20231120104059,10.4.0.2,5001,10.2.0.2,46427,3,13.0-14.0,59811360,478490880,0.039,23083,63771,36.197,0
20231120104100,10.4.0.2,5001,10.2.0.2,46427,3,14.0-15.0,59817240,478537920,0.050,23082,63774,36.193,0
20231120104101,10.4.0.2,5001,10.2.0.2,46427,3,15.0-16.0,59808420,478467360,0.039,23083,63769,36.198,0
20231120104102,10.4.0.2,5001,10.2.0.2,46427,3,16.0-17.0,59817240,478537920,0.042,23087,63779,36.198,0
20231120104103,10.4.0.2,5001,10.2.0.2,46427,3,17.0-18.0,59811360,478490880,0.046,23082,63770,36.196,0
20231120104104,10.4.0.2,5001,10.2.0.2,46427,3,18.0-19.0,59818710,478549680,0.037,23089,63782,36.200,0
20231120104105,10.4.0.2,5001,10.2.0.2,46427,3,19.0-20.0,59811360,478490880,0.040,23082,63770,36.196,0
20231120104106,10.4.0.2,5001,10.2.0.2,46427,3,20.0-21.0,59820180,478561440,0.043,23081,63775,36.191,0
20231120104107,10.4.0.2,5001,10.2.0.2,46427,3,21.0-22.0,59808420,478467360,0.044,23084,63770,36.199,0
20231120104108,10.4.0.2,5001,10.2.0.2,46427,3,22.0-23.0,59821650,478573200,0.043,23086,63781,36.196,0
20231120104109,10.4.0.2,5001,10.2.0.2,46427,3,23.0-24.0,59809890,478479120,0.041,23083,63770,36.197,0
20231120104110,10.4.0.2,5001,10.2.0.2,46427,3,24.0-25.0,59817240,478537920,0.053,23087,63779,36.198,0
20231120104111,10.4.0.2,5001,10.2.0.2,46427,3,25.0-26.0,59808420,478467360,0.036,23083,63769,36.198,0
20231120104112,10.4.0.2,5001,10.2.0.2,46427,3,26.0-27.0,59820180,478561440,0.038,23083,63777,36.193,0
20231120104113,10.4.0.2,5001,10.2.0.2,46427,3,27.0-28.0,59808420,478467360,0.044,23082,63768,36.197,0
20231120104114,10.4.0.2,5001,10.2.0.2,46427,3,28.0-29.0,59811360,478490880,0.047,23082,63770,36.196,0
20231120104115,10.4.0.2,5001,10.2.0.2,46427,3,29.0-30.0,59814300,478514400,0.039,23088,63778,36.201,0
20231120104116,10.4.0.2,5001,10.2.0.2,46427,3,30.0-31.0,59811360,478490880,0.035,23078,63766,36.192,0
20231120104117,10.4.0.2,5001,10.2.0.2,46427,3,31.0-32.0,59820180,478561440,0.048,23086,63780,36.196,0
20231120104118,10.4.0.2,5001,10.2.0.2,46427,3,32.0-33.0,59808420,478467360,0.049,23083,63769,36.198,0
20231120104119,10.4.0.2,5001,10.2.0.2,46427,3,33.0-34.0,59821650,478573200,0.043,23087,63782,36.197,0
20231120104120,10.4.0.2,5001,10.2.0.2,46427,3,34.0-35.0,59809890,478479120,0.051,23084,63771,36.198,0
20231120104121,10.4.0.2,5001,10.2.0.2,46427,3,35.0-36.0,59821650,478573200,0.048,23087,63782,36.197,0
20231120104122,10.4.0.2,5001,10.2.0.2,46427,3,36.0-37.0,59808420,478467360,0.039,23081,63767,36.196,0
20231120104123,10.4.0.2,5001,10.2.0.2,46427,3,37.0-38.0,59818710,478549680,0.031,23088,63781,36.199,0
20231120104124,10.4.0.2,5001,10.2.0.2,46427,3,38.0-39.0,59806950,478455600,0.047,23076,63761,36.191,0
20231120104125,10.4.0.2,5001,10.2.0.2,46427,3,39.0-40.0,59821650,478573200,0.048,23089,63784,36.199,0
20231120104126,10.4.0.2,5001,10.2.0.2,46427,3,40.0-41.0,59806950,478455600,0.047,23083,63768,36.198,0
20231120104127,10.4.0.2,5001,10.2.0.2,46427,3,41.0-42.0,59818710,478549680,0.037,23086,63779,36.197,0
20231120104128,10.4.0.2,5001,10.2.0.2,46427,3,42.0-43.0,59809890,478479120,0.033,23084,63771,36.198,0
20231120104129,10.4.0.2,5001,10.2.0.2,46427,3,43.0-44.0,59818710,478549680,0.040,23082,63775,36.193,0
20231120104130,10.4.0.2,5001,10.2.0.2,46427,3,44.0-45.0,59809890,478479120,0.049,23082,63769,36.196,0
20231120104131,10.4.0.2,5001,10.2.0.2,46427,3,45.0-46.0,59820180,478561440,0.051,23087,63781,36.197,0
20231120104132,10.4.0.2,5001,10.2.0.2,46427,3,46.0-47.0,59809890,478479120,0.051,23083,63770,36.197,0
20231120104133,10.4.0.2,5001,10.2.0.2,46427,3,47.0-48.0,59823120,478584960,0.050,23086,63782,36.195,0
20231120104134,10.4.0.2,5001,10.2.0.2,46427,3,48.0-49.0,59808420,478467360,0.048,23083,63769,36.198,0
20231120104135,10.4.0.2,5001,10.2.0.2,46427,3,49.0-50.0,59820180,478561440,0.050,23089,63783,36.199,0
20231120104136,10.4.0.2,5001,10.2.0.2,46427,3,50.0-51.0,59808420,478467360,0.045,23077,63763,36.192,0
20231120104137,10.4.0.2,5001,10.2.0.2,46427,3,51.0-52.0,59817240,478537920,0.054,23087,63779,36.198,0
20231120104138,10.4.0.2,5001,10.2.0.2,46427,3,52.0-53.0,59808420,478467360,0.053,23083,63769,36.198,0
20231120104139,10.4.0.2,5001,10.2.0.2,46427,3,53.0-54.0,59820180,478561440,0.054,23086,63780,36.196,0
20231120104140,10.4.0.2,5001,10.2.0.2,46427,3,54.0-55.0,59808420,478467360,0.045,23078,63764,36.193,0
20231120104141,10.4.0.2,5001,10.2.0.2,46427,3,55.0-56.0,59820180,478561440,0.047,23087,63781,36.197,0
20231120104142,10.4.0.2,5001,10.2.0.2,46427,3,56.0-57.0,59808420,478467360,0.048,23083,63769,36.198,0
20231120104143,10.4.0.2,5001,10.2.0.2,46427,3,57.0-58.0,59821650,478573200,0.043,23086,63781,36.196,0
20231120104144,10.4.0.2,5001,10.2.0.2,46427,3,58.0-59.0,59809890,478479120,0.051,23084,63771,36.198,0
20231120104145,10.4.0.2,5001,10.2.0.2,46427,3,59.0-60.0,63189420,505515360,0.033,20992,63978,32.811,0
20231120104145,10.4.0.2,5001,10.2.0.2,46427,3,0.0-60.0,3592252230,478965782,0.032,1382822,3826531,36.138,0
20231120104145,10.4.0.2,0,10.2.0.2,0,-1,0.0-60.0,3652072410,486941786,0.044,1405767,3890170,36.136,0
