timestamp,Snd IP,Snd port,RCV IP,RCV port,ID,report time,sent data Bytes,throughput bits/s, Jitter ms, lost datagrams,total datagrams, lost datagrams in %,0
20231120103934,10.4.0.2,5001,10.2.0.2,47404,3,0.0-1.0,60046560,480372480,0.039,25876,66724,38.781,0
20231120103935,10.4.0.2,5001,10.2.0.2,47404,3,1.0-2.0,60011280,480090240,0.047,26048,66872,38.952,0
20231120103936,10.4.0.2,5001,10.2.0.2,47404,3,2.0-3.0,59939250,479514000,0.045,26069,66844,39.000,0
20231120103937,10.4.0.2,5001,10.2.0.2,47404,3,3.0-4.0,59936310,479490480,0.050,26145,66918,39.070,0
20231120103938,10.4.0.2,5001,10.2.0.2,47404,3,4.0-5.0,59943660,479549280,0.049,26101,66879,39.027,0
20231120103939,10.4.0.2,5001,10.2.0.2,47404,3,5.0-6.0,59924550,479396400,0.047,26095,66860,39.029,0
20231120103940,10.4.0.2,5001,10.2.0.2,47404,3,6.0-7.0,59940720,479525760,0.053,26104,66880,39.031,0
20231120103941,10.4.0.2,5001,10.2.0.2,47404,3,7.0-8.0,59986290,479890320,0.044,26049,66856,38.963,0
20231120103942,10.4.0.2,5001,10.2.0.2,47404,3,8.0-9.0,59940720,479525760,0.048,26067,66843,38.997,0
20231120103943,10.4.0.2,5001,10.2.0.2,47404,3,9.0-10.0,59930430,479443440,0.054,26144,66913,39.072,0
20231120103944,10.4.0.2,5001,10.2.0.2,47404,3,10.0-11.0,59939250,479514000,0.049,26097,66872,39.025,0
20231120103945,10.4.0.2,5001,10.2.0.2,47404,3,11.0-12.0,60002460,480019680,0.045,26042,66860,38.950,0
20231120103946,10.4.0.2,5001,10.2.0.2,47404,3,12.0-13.0,59934840,479478720,0.034,26106,66878,39.035,0
20231120103947,10.4.0.2,5001,10.2.0.2,47404,3,13.0-14.0,60255300,482042400,0.046,25836,66826,38.662,0
20231120103948,10.4.0.2,5001,10.2.0.2,47404,3,14.0-15.0,60378780,483030240,0.049,25825,66899,38.603,0
20231120103949,10.4.0.2,5001,10.2.0.2,47404,3,15.0-16.0,59945130,479561040,0.040,26092,66871,39.018,0
20231120103950,10.4.0.2,5001,10.2.0.2,47404,3,16.0-17.0,60281760,482254080,0.044,25835,66843,38.650,0
20231120103951,10.4.0.2,5001,10.2.0.2,47404,3,17.0-18.0,59955420,479643360,0.032,26071,66857,38.995,0
20231120103952,10.4.0.2,5001,10.2.0.2,47404,3,18.0-19.0,59955420,479643360,0.036,26158,66944,39.074,0
20231120103953,10.4.0.2,5001,10.2.0.2,47404,3,19.0-20.0,60245010,481960080,0.047,25858,66841,38.686,0
20231120103954,10.4.0.2,5001,10.2.0.2,47404,3,20.0-21.0,59953950,479631600,0.040,26098,66883,39.020,0
20231120103955,10.4.0.2,5001,10.2.0.2,47404,3,21.0-22.0,60030390,480243120,0.046,26022,66859,38.921,0
20231120103956,10.4.0.2,5001,10.2.0.2,47404,3,22.0-23.0,59952480,479619840,0.046,26089,66873,39.013,0
20231120103957,10.4.0.2,5001,10.2.0.2,47404,3,23.0-24.0,59956890,479655120,0.043,26057,66844,38.982,0
20231120103958,10.4.0.2,5001,10.2.0.2,47404,3,24.0-25.0,59964240,479713920,0.052,26112,66904,39.029,0
20231120103959,10.4.0.2,5001,10.2.0.2,47404,3,25.0-26.0,59936310,479490480,0.048,26124,66897,39.051,0
20231120104000,10.4.0.2,5001,10.2.0.2,47404,3,26.0-27.0,60164160,481313280,0.051,25899,66827,38.755,0
20231120104001,10.4.0.2,5001,10.2.0.2,47404,3,27.0-28.0,60090660,480725280,0.042,26007,66885,38.883,0
20231120104002,10.4.0.2,5001,10.2.0.2,47404,3,28.0-29.0,59964240,479713920,0.051,26072,66864,38.993,0
20231120104003,10.4.0.2,5001,10.2.0.2,47404,3,29.0-30.0,59946600,479572800,0.046,26126,66906,39.049,0
20231120104004,10.4.0.2,5001,10.2.0.2,47404,3,30.0-31.0,59964240,479713920,0.043,26068,66860,38.989,0
20231120104005,10.4.0.2,5001,10.2.0.2,47404,3,31.0-32.0,60480210,483841680,0.032,25700,66843,38.448,0
20231120104006,10.4.0.2,5001,10.2.0.2,47404,3,32.0-33.0,60250890,482007120,0.032,25873,66860,38.697,0
20231120104007,10.4.0.2,5001,10.2.0.2,47404,3,33.0-34.0,59933370,479466960,0.049,26137,66908,39.064,0
20231120104008,10.4.0.2,5001,10.2.0.2,47404,3,34.0-35.0,60100950,480807600,0.029,25988,66873,38.862,0
20231120104009,10.4.0.2,5001,10.2.0.2,47404,3,35.0-36.0,60396420,483171360,0.053,25790,66876,38.564,0
20231120104010,10.4.0.2,5001,10.2.0.2,47404,3,36.0-37.0,59974530,479796240,0.047,26097,66896,39.011,0
20231120104011,10.4.0.2,5001,10.2.0.2,47404,3,37.0-38.0,59942190,479537520,0.034,26041,66818,38.973,0
20231120104012,10.4.0.2,5001,10.2.0.2,47404,3,38.0-39.0,59974530,479796240,0.042,26109,66908,39.022,0
20231120104013,10.4.0.2,5001,10.2.0.2,47404,3,39.0-40.0,60368490,482947920,0.042,25766,66833,38.553,0
20231120104014,10.4.0.2,5001,10.2.0.2,47404,3,40.0-41.0,59948070,479584560,0.041,26140,66921,39.061,0
20231120104015,10.4.0.2,5001,10.2.0.2,47404,3,41.0-42.0,60039210,480313680,0.033,25996,66839,38.893,0
20231120104016,10.4.0.2,5001,10.2.0.2,47404,3,42.0-43.0,60077430,480619440,0.042,26002,66871,38.884,0
20231120104017,10.4.0.2,5001,10.2.0.2,47404,3,43.0-44.0,59986290,479890320,0.047,26048,66855,38.962,0
20231120104018,10.4.0.2,5001,10.2.0.2,47404,3,44.0-45.0,60006870,480054960,0.053,26101,66922,39.002,0
20231120104019,10.4.0.2,5001,10.2.0.2,47404,3,45.0-46.0,59981880,479855040,0.037,26026,66830,38.944,0
20231120104020,10.4.0.2,5001,10.2.0.2,47404,3,46.0-47.0,59978940,479831520,0.049,26054,66856,38.970,0
20231120104021,10.4.0.2,5001,10.2.0.2,47404,3,47.0-48.0,60813900,486511200,0.048,25557,66927,38.186,0
20231120104022,10.4.0.2,5001,10.2.0.2,47404,3,48.0-49.0,60987360,487898880,0.040,25369,66857,37.945,0
20231120104023,10.4.0.2,5001,10.2.0.2,47404,3,49.0-50.0,59945130,479561040,0.050,26093,66872,39.019,0
20231120104024,10.4.0.2,5001,10.2.0.2,47404,3,50.0-51.0,60012750,480102000,0.044,26055,66880,38.958,0
20231120104025,10.4.0.2,5001,10.2.0.2,47404,3,51.0-52.0,60881520,487052160,0.048,25439,66855,38.051,0
20231120104026,10.4.0.2,5001,10.2.0.2,47404,3,52.0-53.0,59967180,479737440,0.055,26085,66879,39.003,0
20231120104027,10.4.0.2,5001,10.2.0.2,47404,3,53.0-54.0,59955420,479643360,0.041,26104,66890,39.025,0
