timestamp,Snd IP,Snd port,RCV IP,RCV port,ID,report time,sent data Bytes,throughput bits/s, Jitter ms, lost datagrams,total datagrams, lost datagrams in %,0
20231120104531,10.4.0.2,5001,10.2.0.2,47779,3,0.0-1.0,66442530,531540240,0.040,0,45199,0.000,0
20231120104532,10.4.0.2,5001,10.2.0.2,47779,3,1.0-2.0,66458700,531669600,0.040,0,45210,0.000,0
20231120104533,10.4.0.2,5001,10.2.0.2,47779,3,2.0-3.0,56092260,448738080,0.057,0,38158,0.000,0
20231120104534,10.4.0.2,5001,10.2.0.2,47779,3,3.0-4.0,33764430,270115440,0.045,0,22969,0.000,0
20231120104535,10.4.0.2,5001,10.2.0.2,47779,3,4.0-5.0,33752670,270021360,0.055,0,22961,0.000,0
20231120104536,10.4.0.2,5001,10.2.0.2,47779,3,5.0-6.0,28334250,226674000,0.044,21706,40981,52.966,0
20231120104537,10.4.0.2,5001,10.2.0.2,47779,3,6.0-7.0,21419370,171354960,0.051,49212,63783,77.155,0
20231120104538,10.4.0.2,5001,10.2.0.2,47779,3,7.0-8.0,21364980,170919840,0.078,49232,63766,77.207,0
20231120104539,10.4.0.2,5001,10.2.0.2,47779,3,8.0-9.0,21434070,171472560,0.091,49203,63784,77.140,0
20231120104540,10.4.0.2,5001,10.2.0.2,47779,3,9.0-10.0,21470820,171766560,0.080,49167,63773,77.097,0
20231120104541,10.4.0.2,5001,10.2.0.2,47779,3,10.0-11.0,21445830,171566640,0.064,49192,63781,77.126,0
20231120104542,10.4.0.2,5001,10.2.0.2,47779,3,11.0-12.0,21226800,169814400,0.061,49331,63771,77.356,0
20231120104543,10.4.0.2,5001,10.2.0.2,47779,3,12.0-13.0,22511580,180092640,0.071,48467,63781,75.990,0
20231120104544,10.4.0.2,5001,10.2.0.2,47779,3,13.0-14.0,31822560,254580480,0.080,42114,63762,66.049,0
20231120104545,10.4.0.2,5001,10.2.0.2,47779,3,14.0-15.0,31899000,255192000,0.087,42082,63782,65.978,0
20231120104546,10.4.0.2,5001,10.2.0.2,47779,3,15.0-16.0,31803450,254427600,0.057,42133,63768,66.072,0
20231120104547,10.4.0.2,5001,10.2.0.2,47779,3,16.0-17.0,31721130,253769040,0.065,42203,63782,66.168,0
20231120104548,10.4.0.2,5001,10.2.0.2,47779,3,17.0-18.0,31837260,254698080,0.062,42112,63770,66.037,0
20231120104549,10.4.0.2,5001,10.2.0.2,47779,3,18.0-19.0,32044530,256356240,0.036,41984,63783,65.823,0
20231120104550,10.4.0.2,5001,10.2.0.2,47779,3,19.0-20.0,31838730,254709840,0.035,42109,63768,66.035,0
20231120104551,10.4.0.2,5001,10.2.0.2,47779,3,20.0-21.0,32068050,256544400,0.039,41968,63783,65.798,0
20231120104552,10.4.0.2,5001,10.2.0.2,47779,3,21.0-22.0,31762290,254098320,0.050,42164,63771,66.118,0
20231120104553,10.4.0.2,5001,10.2.0.2,47779,3,22.0-23.0,31709370,253674960,0.083,42211,63782,66.180,0
20231120104554,10.4.0.2,5001,10.2.0.2,47779,3,23.0-24.0,31813740,254509920,0.058,42129,63771,66.063,0
20231120104555,10.4.0.2,5001,10.2.0.2,47779,3,24.0-25.0,31762290,254098320,0.053,42175,63782,66.124,0
