Time,Bitrate,Delay,Jitter,Loss
0.000000,5112.000000,0.000530,0.000159,0.000000
1.000000,5152.000000,0.000568,0.000227,0.000000
2.000000,5024.000000,0.000667,0.000275,0.000000
3.000000,5096.000000,0.000640,0.000280,0.000000
4.000000,4928.000000,0.000685,0.000343,0.000000
5.000000,5104.000000,0.000589,0.000226,0.000000
6.000000,5168.000000,0.000614,0.000258,0.000000
7.000000,5064.000000,0.000620,0.000274,0.000000
8.000000,5120.000000,0.000620,0.000272,0.000000
9.000000,5216.000000,0.000572,0.000185,0.000000
10.000000,5048.000000,0.000642,0.000298,0.000000
11.000000,4984.000000,0.000651,0.000321,0.000000
12.000000,4984.000000,0.000585,0.000228,0.000000
13.000000,5160.000000,0.000596,0.000240,0.000000
14.000000,5040.000000,0.000680,0.000310,0.000000
15.000000,4992.000000,0.000639,0.000311,0.000000
16.000000,4896.000000,0.000725,0.000434,0.000000
17.000000,5128.000000,0.000580,0.000231,0.000000
18.000000,4960.000000,0.000649,0.000293,0.000000
19.000000,4848.000000,0.000732,0.000400,0.000000
20.000000,4696.000000,0.000799,0.000528,0.000000
21.000000,5184.000000,0.000620,0.000256,0.000000
22.000000,5040.000000,0.000637,0.000284,0.000000
23.000000,5040.000000,0.000662,0.000292,0.000000
24.000000,4992.000000,0.000687,0.000313,0.000000
25.000000,5176.000000,0.000633,0.000257,0.000000
26.000000,5136.000000,0.000660,0.000291,0.000000
27.000000,4800.000000,0.000750,0.000449,0.000000
28.000000,4912.000000,0.000662,0.000322,0.000000
29.000000,5048.000000,0.000639,0.000308,0.000000
30.000000,5240.000000,0.000562,0.000195,0.000000
31.000000,5240.000000,0.000589,0.000180,0.000000
32.000000,5048.000000,0.000618,0.000263,0.000000
33.000000,5008.000000,0.000637,0.000291,0.000000
34.000000,5112.000000,0.000648,0.000274,0.000000
35.000000,5112.000000,0.000647,0.000296,0.000000
36.000000,5208.000000,0.000597,0.000204,0.000000
37.000000,5120.000000,0.000647,0.000288,0.000000
38.000000,5048.000000,0.000644,0.000288,0.000000
39.000000,5136.000000,0.000664,0.000311,0.000000
40.000000,5216.000000,0.000611,0.000225,0.000000
41.000000,5208.000000,0.000609,0.000225,0.000000
42.000000,5152.000000,0.000605,0.000225,0.000000
43.000000,5192.000000,0.000624,0.000260,0.000000
44.000000,5160.000000,0.000611,0.000240,0.000000
45.000000,5176.000000,0.000613,0.000216,0.000000
46.000000,5152.000000,0.000663,0.000280,0.000000
47.000000,5328.000000,0.000597,0.000213,0.000000
48.000000,5200.000000,0.000607,0.000239,0.000000
49.000000,5272.000000,0.000602,0.000209,0.000000
50.000000,5192.000000,0.000625,0.000232,0.000000
51.000000,5216.000000,0.000639,0.000258,0.000000
52.000000,5312.000000,0.000584,0.000185,0.000000
53.000000,5184.000000,0.000586,0.000218,0.000000
54.000000,4920.000000,0.000667,0.000340,0.000000
55.000000,4896.000000,0.000639,0.000355,0.000000
56.000000,5064.000000,0.000610,0.000283,0.000000
57.000000,4968.000000,0.000643,0.000304,0.000000
58.000000,4976.000000,0.000631,0.000262,0.000000
59.000000,5080.000000,0.000560,0.000162,0.000000
