timestamp,Snd IP,Snd port,RCV IP,RCV port,ID,report time,sent data Bytes,throughput bits/s, Jitter ms, lost datagrams,total datagrams, lost datagrams in %,0
20231119150422,10.2.0.5,55555,10.1.0.4,5001,1,0.0-1.0,58666230,469329840,0.017,34398,74307,46.292,2
20231119150423,10.2.0.5,55555,10.1.0.4,5001,1,1.0-2.0,58686810,469494480,0.019,34494,74417,46.352,8
20231119150424,10.2.0.5,55555,10.1.0.4,5001,1,2.0-3.0,58701510,469612080,0.028,36434,76367,47.709,2
20231119150425,10.2.0.5,55555,10.1.0.4,5001,1,3.0-4.0,58232580,465860640,0.027,33546,73160,45.853,13
20231119150426,10.2.0.5,55555,10.1.0.4,5001,1,4.0-5.0,58704450,469635600,0.023,34530,74465,46.371,6
20231119150427,10.2.0.5,55555,10.1.0.4,5001,1,5.0-6.0,58548630,468389040,0.051,34391,74220,46.337,5
20231119150428,10.2.0.5,55555,10.1.0.4,5001,1,6.0-7.0,58722090,469776720,0.038,35199,75146,46.841,1
20231119150429,10.2.0.5,55555,10.1.0.4,5001,1,7.0-8.0,58769130,470153040,0.031,35187,75166,46.812,7
20231119150430,10.2.0.5,55555,10.1.0.4,5001,1,8.0-9.0,58713270,469706160,0.015,36372,76313,47.662,2
20231119150431,10.2.0.5,55555,10.1.0.4,5001,1,9.0-10.0,58730910,469847280,0.031,36525,76478,47.759,0
20231119150432,10.2.0.5,55555,10.1.0.4,5001,1,10.0-11.0,58187010,465496080,0.020,34675,74258,46.695,7
20231119150433,10.2.0.5,55555,10.1.0.4,5001,1,11.0-12.0,58739730,469917840,0.023,35762,75721,47.229,1
20231119150434,10.2.0.5,55555,10.1.0.4,5001,1,12.0-13.0,58672110,469376880,0.031,36057,75970,47.462,0
20231119150435,10.2.0.5,55555,10.1.0.4,5001,1,13.0-14.0,58716210,469729680,0.015,35690,75633,47.188,4
20231119150436,10.2.0.5,55555,10.1.0.4,5001,1,14.0-15.0,58742670,469941360,0.019,35793,75754,47.249,5
20231119150437,10.2.0.5,55555,10.1.0.4,5001,1,15.0-16.0,58723560,469788480,0.022,35473,75421,47.033,1
20231119150438,10.2.0.5,55555,10.1.0.4,5001,1,16.0-17.0,58755900,470047200,0.024,35824,75794,47.265,4
20231119150439,10.2.0.5,55555,10.1.0.4,5001,1,17.0-18.0,58701510,469612080,0.025,35281,75214,46.907,15
20231119150440,10.2.0.5,55555,10.1.0.4,5001,1,18.0-19.0,58773540,470188320,0.035,35469,75451,47.009,2
20231119150441,10.2.0.5,55555,10.1.0.4,5001,1,19.0-20.0,58789710,470317680,0.042,35643,75636,47.124,5
20231119150442,10.2.0.5,55555,10.1.0.4,5001,1,20.0-21.0,58638300,469106400,0.021,35267,75157,46.924,10
20231119150443,10.2.0.5,55555,10.1.0.4,5001,1,21.0-22.0,58644180,469153440,0.033,35380,75274,47.002,11
20231119150444,10.2.0.5,55555,10.1.0.4,5001,1,22.0-23.0,58633890,469071120,0.017,34862,74749,46.639,5
20231119150445,10.2.0.5,55555,10.1.0.4,5001,1,23.0-24.0,58611840,468894720,0.039,35369,75241,47.008,5
20231119150446,10.2.0.5,55555,10.1.0.4,5001,1,24.0-25.0,58698570,469588560,0.085,34895,74826,46.635,3
20231119150447,10.2.0.5,55555,10.1.0.4,5001,1,25.0-26.0,58644180,469153440,0.012,35368,75262,46.993,8
20231119150448,10.2.0.5,55555,10.1.0.4,5001,1,26.0-27.0,58630950,469047600,0.016,37654,77539,48.561,5
20231119150449,10.2.0.5,55555,10.1.0.4,5001,1,27.0-28.0,58698570,469588560,0.022,37811,77742,48.637,2
20231119150450,10.2.0.5,55555,10.1.0.4,5001,1,28.0-29.0,58716210,469729680,0.025,37870,77813,48.668,5
20231119150451,10.2.0.5,55555,10.1.0.4,5001,1,29.0-30.0,58707390,469659120,0.016,37374,77311,48.342,0
20231119150452,10.2.0.5,55555,10.1.0.4,5001,1,30.0-31.0,58625070,469000560,0.018,37484,77365,48.451,9
20231119150453,10.2.0.5,55555,10.1.0.4,5001,1,31.0-32.0,58723560,469788480,0.049,37706,77654,48.556,1
20231119150454,10.2.0.5,55555,10.1.0.4,5001,1,32.0-33.0,58647120,469176960,0.064,36472,76368,47.758,2
20231119150455,10.2.0.5,55555,10.1.0.4,5001,1,33.0-34.0,58698570,469588560,0.063,37424,77355,48.380,5
20231119150456,10.2.0.5,55555,10.1.0.4,5001,1,34.0-35.0,58733850,469870800,0.120,37831,77786,48.635,1
20231119150457,10.2.0.5,55555,10.1.0.4,5001,1,35.0-36.0,58713270,469706160,0.065,37252,77193,48.258,0
20231119150458,10.2.0.5,55555,10.1.0.4,5001,1,36.0-37.0,58789710,470317680,0.101,37322,77315,48.273,0
20231119150459,10.2.0.5,55555,10.1.0.4,5001,1,37.0-38.0,58729440,469835520,0.056,37724,77676,48.566,0
20231119150500,10.2.0.5,55555,10.1.0.4,5001,1,38.0-39.0,58788240,470305920,0.069,37534,77526,48.415,3
20231119150501,10.2.0.5,55555,10.1.0.4,5001,1,39.0-40.0,58782360,470258880,0.060,37605,77593,48.464,1
20231119150501,10.2.0.5,55555,10.1.0.4,5001,1,0.0-40.0,2347159290,469148668,1.449,1443016,3039723,47.472,166
