Time,Bitrate,Delay,Jitter,Loss
0.000000,5472.000000,0.000780,0.000192,0.000000
1.000000,5232.000000,0.000911,0.000342,0.000000
2.000000,5400.000000,0.000832,0.000235,0.000000
3.000000,5376.000000,0.000906,0.000298,0.000000
4.000000,5288.000000,0.000920,0.000340,0.000000
5.000000,5240.000000,0.000964,0.000341,0.000000
6.000000,5344.000000,0.000917,0.000325,0.000000
7.000000,5128.000000,0.000979,0.000421,0.000000
8.000000,5296.000000,0.000913,0.000362,0.000000
9.000000,5160.000000,0.001021,0.000416,0.000000
10.000000,5224.000000,0.001023,0.000417,0.000000
11.000000,5248.000000,0.000939,0.000344,0.000000
12.000000,5224.000000,0.000960,0.000369,0.000000
13.000000,5328.000000,0.000882,0.000290,0.000000
14.000000,5048.000000,0.000972,0.000452,0.000000
15.000000,5088.000000,0.000993,0.000425,0.000000
16.000000,5320.000000,0.000956,0.000370,0.000000
17.000000,5312.000000,0.000934,0.000325,0.000000
18.000000,4944.000000,0.001074,0.000545,0.000000
19.000000,5280.000000,0.000907,0.000330,0.000000
20.000000,5200.000000,0.000970,0.000337,0.000000
21.000000,5328.000000,0.000913,0.000288,0.000000
22.000000,5264.000000,0.000984,0.000397,0.000000
23.000000,5376.000000,0.000892,0.000281,0.000000
24.000000,5264.000000,0.000943,0.000357,0.000000
25.000000,5288.000000,0.000991,0.000356,0.000000
26.000000,5376.000000,0.000941,0.000308,0.000000
27.000000,5360.000000,0.000868,0.000282,0.000000
28.000000,5176.000000,0.000992,0.000387,0.000000
29.000000,5184.000000,0.000976,0.000378,0.000000
30.000000,5352.000000,0.000887,0.000279,0.000000
31.000000,5504.000000,0.000859,0.000203,0.000000
32.000000,5368.000000,0.000895,0.000253,0.000000
33.000000,5240.000000,0.000945,0.000387,0.000000
34.000000,5344.000000,0.000903,0.000326,0.000000
35.000000,5160.000000,0.000993,0.000441,0.000000
36.000000,5104.000000,0.001032,0.000495,0.000000
37.000000,5296.000000,0.000937,0.000337,0.000000
38.000000,5360.000000,0.000813,0.000181,0.000000
39.000000,5384.000000,0.000867,0.000215,0.000000
40.000000,5184.000000,0.000906,0.000317,0.000000
41.000000,5416.000000,0.000922,0.000322,0.000000
42.000000,5392.000000,0.000920,0.000304,0.000000
43.000000,5384.000000,0.000859,0.000265,0.000000
44.000000,5192.000000,0.000914,0.000354,0.000000
45.000000,5376.000000,0.000876,0.000272,0.000000
46.000000,5088.000000,0.000928,0.000385,0.000000
47.000000,5144.000000,0.000969,0.000421,0.000000
48.000000,5024.000000,0.001027,0.000505,0.000000
49.000000,5296.000000,0.000863,0.000295,0.000000
50.000000,5128.000000,0.000918,0.000423,0.000000
51.000000,5320.000000,0.000879,0.000298,0.000000
52.000000,5144.000000,0.000907,0.000377,0.000000
53.000000,5432.000000,0.000833,0.000262,0.000000
54.000000,5432.000000,0.000873,0.000244,0.000000
55.000000,5648.000000,0.000769,0.000124,0.000000
56.000000,5200.000000,0.000868,0.000290,0.000000
57.000000,5376.000000,0.000861,0.000266,0.000000
58.000000,5528.000000,0.000828,0.000191,0.000000
59.000000,5464.000000,0.000833,0.000276,0.000000
