timestamp,Snd IP,Snd port,RCV IP,RCV port,ID,report time,sent data Bytes,throughput bits/s, Jitter ms, lost datagrams,total datagrams, lost datagrams in %,0
20231117150029,10.1.0.2,60583,10.1.0.4,5001,1,0.0-1.0,32137140,257097120,0.056,0,21862,0.000,11
20231117150030,10.1.0.2,60583,10.1.0.4,5001,1,1.0-2.0,33075000,264600000,0.071,0,22500,0.000,14
20231117150031,10.1.0.2,60583,10.1.0.4,5001,1,2.0-3.0,32353230,258825840,0.122,0,22009,0.000,31
20231117150032,10.1.0.2,60583,10.1.0.4,5001,1,3.0-4.0,33139680,265117440,0.056,0,22544,0.000,62
20231117150033,10.1.0.2,60583,10.1.0.4,5001,1,4.0-5.0,32522280,260178240,0.148,0,22124,0.000,88
20231117150034,10.1.0.2,60583,10.1.0.4,5001,1,5.0-6.0,33013260,264106080,0.049,0,22458,0.000,88
20231117150035,10.1.0.2,60583,10.1.0.4,5001,1,6.0-7.0,32397330,259178640,0.042,0,22039,0.000,83
20231117150036,10.1.0.2,60583,10.1.0.4,5001,1,7.0-8.0,32758950,262071600,0.090,0,22285,0.000,119
20231117150037,10.1.0.2,60583,10.1.0.4,5001,1,8.0-9.0,32810400,262483200,0.052,66,22386,0.295,101
20231117150038,10.1.0.2,60583,10.1.0.4,5001,1,9.0-10.0,32685450,261483600,0.095,0,22235,0.000,176
20231117150039,10.1.0.2,60583,10.1.0.4,5001,1,10.0-11.0,32920650,263365200,0.171,0,22395,0.000,117
20231117150040,10.1.0.2,60583,10.1.0.4,5001,1,11.0-12.0,32703090,261624720,0.045,0,22247,0.000,100
20231117150041,10.1.0.2,60583,10.1.0.4,5001,1,12.0-13.0,32853030,262824240,0.050,0,22349,0.000,78
20231117150042,10.1.0.2,60583,10.1.0.4,5001,1,13.0-14.0,32717790,261742320,0.081,0,22257,0.000,63
20231117150043,10.1.0.2,60583,10.1.0.4,5001,1,14.0-15.0,32789820,262318560,0.148,9,22315,0.040,74
