Time,Bitrate,Delay,Jitter,Loss
0.000000,4832.000000,0.000584,0.000216,0.000000
1.000000,4984.000000,0.000642,0.000290,0.000000
2.000000,5080.000000,0.000583,0.000204,0.000000
3.000000,4936.000000,0.000728,0.000367,0.000000
4.000000,4968.000000,0.000632,0.000295,0.000000
5.000000,5136.000000,0.000558,0.000130,0.000000
6.000000,5256.000000,0.000569,0.000135,0.000000
7.000000,5176.000000,0.000681,0.000257,0.000000
8.000000,5000.000000,0.000623,0.000243,0.000000
9.000000,5168.000000,0.000572,0.000164,0.000000
10.000000,5176.000000,0.000600,0.000169,0.000000
11.000000,5264.000000,0.000598,0.000190,0.000000
12.000000,5128.000000,0.000599,0.000186,0.000000
13.000000,5176.000000,0.000582,0.000155,0.000000
14.000000,5112.000000,0.000628,0.000244,0.000000
15.000000,5088.000000,0.000646,0.000254,0.000000
16.000000,5008.000000,0.000660,0.000281,0.000000
17.000000,5088.000000,0.000627,0.000210,0.000000
18.000000,5208.000000,0.000603,0.000204,0.000000
19.000000,5224.000000,0.000610,0.000194,0.000000
20.000000,5240.000000,0.000605,0.000194,0.000000
21.000000,5248.000000,0.000579,0.000149,0.000000
22.000000,5216.000000,0.000615,0.000195,0.000000
23.000000,5240.000000,0.000586,0.000156,0.000000
24.000000,5064.000000,0.000616,0.000214,0.000000
25.000000,5256.000000,0.000585,0.000151,0.000000
26.000000,5264.000000,0.000617,0.000207,0.000000
27.000000,5136.000000,0.000615,0.000203,0.000000
28.000000,5304.000000,0.000578,0.000132,0.000000
29.000000,5144.000000,0.000579,0.000146,0.000000
30.000000,5192.000000,0.000577,0.000137,0.000000
31.000000,5208.000000,0.000600,0.000182,0.000000
32.000000,5168.000000,0.000628,0.000225,0.000000
33.000000,5232.000000,0.000613,0.000146,0.000000
34.000000,5320.000000,0.000555,0.000123,0.000000
35.000000,5184.000000,0.000585,0.000143,0.000000
36.000000,5192.000000,0.000619,0.000209,0.000000
37.000000,5200.000000,0.000599,0.000175,0.000000
38.000000,5128.000000,0.000648,0.000202,0.000000
39.000000,5192.000000,0.000579,0.000160,0.000000
40.000000,5200.000000,0.000552,0.000099,0.000000
41.000000,5248.000000,0.000591,0.000168,0.000000
42.000000,5160.000000,0.000616,0.000237,0.000000
43.000000,5176.000000,0.000596,0.000185,0.000000
44.000000,5288.000000,0.000560,0.000118,0.000000
45.000000,5136.000000,0.000619,0.000216,0.000000
46.000000,5256.000000,0.000570,0.000139,0.000000
47.000000,5256.000000,0.000603,0.000172,0.000000
48.000000,5272.000000,0.000581,0.000123,0.000000
49.000000,5272.000000,0.000558,0.000138,0.000000
50.000000,5216.000000,0.000600,0.000179,0.000000
51.000000,5208.000000,0.000624,0.000213,0.000000
52.000000,5056.000000,0.000633,0.000207,0.000000
53.000000,5176.000000,0.000688,0.000190,0.000000
54.000000,4800.000000,0.000720,0.000425,0.000000
55.000000,5088.000000,0.000583,0.000191,0.000000
56.000000,5216.000000,0.000589,0.000171,0.000000
57.000000,5216.000000,0.000589,0.000158,0.000000
58.000000,5248.000000,0.000583,0.000166,0.000000
59.000000,5152.000000,0.000600,0.000181,0.000000
