timestamp,Snd IP,Snd port,RCV IP,RCV port,ID,report time,sent data Bytes,throughput bits/s
20231120114002,10.3.0.2,30002,10.1.0.2,59152,4,0.0-1.0,1064280,8514240
20231120114003,10.3.0.2,30002,10.1.0.2,59152,4,1.0-2.0,1197496,9579968
20231120114004,10.3.0.2,30002,10.1.0.2,59152,4,2.0-3.0,1194600,9556800
20231120114005,10.3.0.2,30002,10.1.0.2,59152,4,3.0-4.0,1196048,9568384
20231120114006,10.3.0.2,30002,10.1.0.2,59152,4,4.0-5.0,1194600,9556800
20231120114007,10.3.0.2,30002,10.1.0.2,59152,4,5.0-6.0,1196048,9568384
20231120114008,10.3.0.2,30002,10.1.0.2,59152,4,6.0-7.0,1196048,9568384
20231120114009,10.3.0.2,30002,10.1.0.2,59152,4,7.0-8.0,1194600,9556800
20231120114010,10.3.0.2,30002,10.1.0.2,59152,4,8.0-9.0,1194600,9556800
20231120114011,10.3.0.2,30002,10.1.0.2,59152,4,9.0-10.0,1197496,9579968
20231120114012,10.3.0.2,30002,10.1.0.2,59152,4,10.0-11.0,1194600,9556800
20231120114013,10.3.0.2,30002,10.1.0.2,59152,4,11.0-12.0,1196048,9568384
20231120114014,10.3.0.2,30002,10.1.0.2,59152,4,12.0-13.0,1196048,9568384
20231120114015,10.3.0.2,30002,10.1.0.2,59152,4,13.0-14.0,1194600,9556800
20231120114016,10.3.0.2,30002,10.1.0.2,59152,4,14.0-15.0,1197496,9579968
20231120114017,10.3.0.2,30002,10.1.0.2,59152,4,15.0-16.0,1193152,9545216
20231120114018,10.3.0.2,30002,10.1.0.2,59152,4,16.0-17.0,1196048,9568384
20231120114019,10.3.0.2,30002,10.1.0.2,59152,4,17.0-18.0,1196048,9568384
20231120114020,10.3.0.2,30002,10.1.0.2,59152,4,18.0-19.0,1196048,9568384
20231120114021,10.3.0.2,30002,10.1.0.2,59152,4,19.0-20.0,1194600,9556800
20231120114022,10.3.0.2,30002,10.1.0.2,59152,4,20.0-21.0,993328,7946624
20231120114023,10.3.0.2,30002,10.1.0.2,59152,4,21.0-22.0,955680,7645440
20231120114024,10.3.0.2,30002,10.1.0.2,59152,4,22.0-23.0,957128,7657024
20231120114025,10.3.0.2,30002,10.1.0.2,59152,4,23.0-24.0,955680,7645440
20231120114026,10.3.0.2,30002,10.1.0.2,59152,4,24.0-25.0,957128,7657024
20231120114027,10.3.0.2,30002,10.1.0.2,59152,4,25.0-26.0,955680,7645440
20231120114028,10.3.0.2,30002,10.1.0.2,59152,4,26.0-27.0,957128,7657024
20231120114029,10.3.0.2,30002,10.1.0.2,59152,4,27.0-28.0,955680,7645440
20231120114030,10.3.0.2,30002,10.1.0.2,59152,4,28.0-29.0,957128,7657024
20231120114031,10.3.0.2,30002,10.1.0.2,59152,4,29.0-30.0,955680,7645440
20231120114032,10.3.0.2,30002,10.1.0.2,59152,4,30.0-31.0,957128,7657024
20231120114033,10.3.0.2,30002,10.1.0.2,59152,4,31.0-32.0,955680,7645440
20231120114034,10.3.0.2,30002,10.1.0.2,59152,4,32.0-33.0,957128,7657024
20231120114035,10.3.0.2,30002,10.1.0.2,59152,4,33.0-34.0,955680,7645440
20231120114036,10.3.0.2,30002,10.1.0.2,59152,4,34.0-35.0,957128,7657024
20231120114037,10.3.0.2,30002,10.1.0.2,59152,4,35.0-36.0,955680,7645440
20231120114038,10.3.0.2,30002,10.1.0.2,59152,4,36.0-37.0,957128,7657024
20231120114039,10.3.0.2,30002,10.1.0.2,59152,4,37.0-38.0,955680,7645440
20231120114040,10.3.0.2,30002,10.1.0.2,59152,4,38.0-39.0,957128,7657024
20231120114041,10.3.0.2,30002,10.1.0.2,59152,4,39.0-40.0,955680,7645440
20231120114042,10.3.0.2,30002,10.1.0.2,59152,4,40.0-41.0,957128,7657024
20231120114042,10.3.0.2,30002,10.1.0.2,59152,4,0.0-41.3,44302336,8590182
20231120114042,10.3.0.2,0,10.1.0.2,0,-1,0.0-41.3,45366616,8796545
